id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled
2165,Negocios Internacionales,Administración de Negocios Internacionales,Latino,Lima         ,Instituto,Privada,3.0,1810.0,0.0,0.0,SI,0.0,0.0,0.0
2166,Ciencias de la Computación,Computación e Informática,Latino,Lima         ,Instituto,Privada,3.0,1900.0,0.0,0.0,SI,0.0,0.0,0.0
2167,Odontología,Prótesis Dental,Latino,Lima         ,Instituto,Privada,3.0,1900.0,0.0,0.0,SI,0.0,0.0,0.0
2168,Enfermería,Enfermería Técnica,Latino,Lima         ,Instituto,Privada,45.0,1900.0,0.0,0.0,SI,0.0,0.0,0.0
2169,Farmacia y Bioquímica,Farmacia,Latino,Lima         ,Instituto,Privada,3.0,1900.0,0.0,1262.0,SI,0.0,0.0,0.0
2170,Secretariado,Secretariado Ejecutivo Bilingüe,Latino - San Juan,Lima         ,Instituto,Privada,3.0,1900.0,90.0,0.0,SI,36.0,40.0,211.0
2171,Ciencias de la Computación,Computación e Informática,Latino - San Juan,Lima         ,Instituto,Privada,3.0,1900.0,83.0,0.0,SI,25.0,30.0,25.0
2172,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Latino del Cusco,Cusco        ,Instituto,Privada,3.0,5218.0,80.0,0.0,SI,80.0,100.0,404.0
2173,Secretariado,Secretariado Ejecutivo,Latinoamericano,Áncash       ,Instituto,Privada,3.0,,95.0,0.0,SI,40.0,42.0,140.0
2174,Contabilidad y Finanzas,Contabilidad,Latinoamericano,Áncash       ,Instituto,Privada,3.0,,94.0,0.0,SI,35.0,37.0,71.0
2175,Administración de Empresas,Administración de Empresas,Latinoamericano Siglo XXI,Arequipa     ,Instituto,Privada,3.0,240.0,81.0,0.0,SI,97.0,119.0,299.0
2176,Contabilidad y Finanzas,Contabilidad,Latinoamericano Siglo XXI,Arequipa     ,Instituto,Privada,3.0,240.0,78.0,0.0,SI,55.0,70.0,101.0
2177,Ciencias de la Computación,Computación e Informática,Latinoamericano Siglo XXI,Arequipa     ,Instituto,Privada,3.0,240.0,69.0,0.0,SI,27.0,39.0,48.0
2178,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Bar y Cocteleria,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,2.0,,87.0,2087.0,SI,105.0,120.0,105.0
2179,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Hotelera,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,3.0,,100.0,2087.0,SI,134.0,134.0,193.0
2180,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,2.0,,100.0,2087.0,SI,20.0,20.0,79.0
2181,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,3.0,,100.0,2087.0,SI,250.0,250.0,494.0
2182,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Pastelería,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,2.0,,96.0,2087.0,SI,55.0,57.0,135.0
2183,Ingeniería en Industrias Alimentarias,Gastronomía Industrial,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2184,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Le Cordon Bleu Perú,Lima         ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2185,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Le Gourmet del Perú,Lima         ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,0.0
2186,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Le Grand Gourmet,Lima         ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,0.0
2187,Educación Artística,Educación Musical,Leandro Alviña,Cusco        ,Instituto,Pública,5.0,240.0,75.0,0.0,NO,21.0,28.0,97.0
2188,Música,Música,Leandro Alviña,Cusco        ,Instituto,Pública,5.0,240.0,47.0,0.0,SI,60.0,126.0,238.0
2189,Administración de Empresas,Administración,Leonardo Da Vinci,La Libertad  ,Instituto,Privada,3.0,680.0,93.0,1730.0,SI,745.0,800.0,739.0
2190,Marketing,Marketing,Leonardo Da Vinci,La Libertad  ,Instituto,Privada,3.0,680.0,86.0,0.0,SI,173.0,200.0,173.0
2191,Contabilidad y Finanzas,Contabilidad,Leonardo Da Vinci,La Libertad  ,Instituto,Privada,3.0,680.0,96.0,0.0,SI,367.0,380.0,367.0
2192,Ciencias de la Computación,Computación e Informática,Leonardo Da Vinci,La Libertad  ,Instituto,Privada,3.0,680.0,87.0,1393.0,SI,175.0,200.0,175.0
2193,Agropecuaria,Producción Agropecuaria,Leonidas López Chicae,Loreto       ,Instituto,Pública,3.0,,100.0,0.0,NO,34.0,34.0,85.0
2194,Educación Inicial,Educación Inicial,Libertad,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2195,Educación Primaria,Educación Primaria,Libertad,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2196,Educación Secundaria,"Educación Secundaria - Ciencia, Tecnología y Ambiente",Libertad,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2197,Educación Secundaria,Educación Secundaria - Comunicación,Libertad,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2198,Educación Secundaria,Educación Secundaria - Matemática,Libertad,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2199,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles y Restaurantes,Libertad,La Libertad  ,Instituto,Privada,3.0,100.0,0.0,0.0,NO,0.0,0.0,0.0
2200,Agropecuaria,Producción Agropecuaria,Libertad,La Libertad  ,Instituto,Pública,3.0,120.0,100.0,0.0,NO,17.0,17.0,17.0
2201,Agropecuaria,Producción Agropecuaria,Libertad,La Libertad  ,Instituto,Privada,3.0,100.0,0.0,0.0,NO,0.0,0.0,0.0
2202,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Libertador,Lima         ,Instituto,Privada,3.0,3800.0,100.0,0.0,SI,60.0,60.0,184.0
2203,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Libertador,Lima         ,Instituto,Privada,2.0,5800.0,100.0,0.0,SI,40.0,40.0,102.0
2204,Ciencias de la Computación,Computación e Informática,Libertador,Lima         ,Instituto,Privada,3.0,2600.0,100.0,0.0,SI,44.0,44.0,172.0
2205,Enfermería,Enfermería Técnica,Libertador,Lima         ,Instituto,Privada,3.0,2000.0,100.0,0.0,SI,54.0,54.0,228.0
2206,Educación Primaria,Educación Primaria,Libertador José De San Martín,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2207,Educación Secundaria,Educación Secundaria - Comunicación,Libertador José De San Martín,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2208,Educación Secundaria,Educación Secundaria - Matemática,Libertador José De San Martín,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2209,Ciencias de la Computación,Computación e Informática,Libertador José De San Martín,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2210,Ciencias de la Computación,Computación e Informática,Líderes,Cusco        ,Instituto,Privada,3.0,1750.0,0.0,0.0,SI,0.0,0.0,0.0
2211,Enfermería,Enfermería Técnica,Líderes,Cusco        ,Instituto,Privada,3.0,1750.0,0.0,0.0,SI,0.0,0.0,0.0
2212,Turismo,Guía Oficial de Turismo,Líderes,Cusco        ,Instituto,Privada,3.0,1750.0,0.0,0.0,SI,0.0,0.0,0.0
2213,Odontología,Prótesis Dental,Limatambo,Lima         ,Instituto,Privada,3.0,2700.0,0.0,0.0,SI,0.0,0.0,0.0
2214,Enfermería,Enfermería Técnica,Limatambo,Lima         ,Instituto,Privada,3.0,2700.0,76.0,0.0,SI,20.0,26.0,39.0
2215,Tecnología Médica,Fisioterapia y Rehabilitación,Limatambo,Lima         ,Instituto,Privada,3.0,2700.0,91.0,0.0,SI,21.0,23.0,21.0
2216,Tecnología Médica,Laboratorio Clínico,Limatambo,Lima         ,Instituto,Privada,3.0,2700.0,0.0,0.0,SI,0.0,0.0,0.0
2217,Farmacia y Bioquímica,Farmacia,Limatambo,Lima         ,Instituto,Privada,3.0,2700.0,100.0,0.0,SI,16.0,16.0,16.0
2218,Secretariado,Secretariado Ejecutivo Bilingüe,Lincoln,Lima         ,Instituto,Privada,3.0,250.0,50.0,0.0,NO,10.0,20.0,10.0
2219,Ciencias de la Computación,Computación e Informática,Lincoln,Lima         ,Instituto,Privada,3.0,250.0,33.0,0.0,NO,10.0,30.0,10.0
2220,Ingeniería Mecánica,Mecánica Automotriz,Lircay,Huancavelica ,Instituto,Pública,3.0,120.0,83.0,0.0,NO,30.0,36.0,0.0
2221,Ingeniería Mecánica,Mecánica de Producción,Lircay,Huancavelica ,Instituto,Pública,3.0,60.0,86.0,0.0,NO,13.0,15.0,0.0
2222,"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Lircay,Huancavelica ,Instituto,Pública,3.0,60.0,92.0,0.0,NO,23.0,25.0,0.0
2223,Agropecuaria,Administración de Negocios Agropecuarios,Lizardo Montero Flores,Piura        ,Instituto,Pública,3.0,200.0,93.0,0.0,NO,30.0,32.0,69.0
2224,Ciencias de la Computación,Computación e Informática,Llamellin,Áncash       ,Instituto,Pública,3.0,80.0,100.0,0.0,NO,20.0,20.0,106.0
2225,Ciencias de la Computación,Computación e Informática,Lonya Grande,Amazonas     ,Instituto,Pública,3.0,150.0,84.0,0.0,SI,28.0,33.0,55.0
2226,Enfermería,Enfermería Técnica,Lonya Grande,Amazonas     ,Instituto,Pública,3.0,150.0,84.0,0.0,SI,27.0,32.0,52.0
2227,Educación Artística,Educación Musical,Lorenzo Luján Darjón,Loreto       ,Instituto,Pública,5.0,360.0,84.0,0.0,NO,21.0,25.0,94.0
2228,Educación Inicial,Educación Inicial,Loreto,Loreto       ,Instituto,Pública,3.0,400.0,93.0,0.0,NO,30.0,32.0,120.0
2229,Educación Primaria,Educación Primaria (Intercultural y Bilingüe),Loreto,Loreto       ,Instituto,Pública,5.0,400.0,0.0,0.0,SI,0.0,0.0,110.0
2230,Educación Secundaria,"Educación Secundaria - Ciencia, Tecnología y Ambiente",Loreto,Loreto       ,Instituto,Pública,5.0,400.0,0.0,0.0,NO,0.0,0.0,8.0
2231,Educación Secundaria,Educación Secundaria - Comunicación,Loreto,Loreto       ,Instituto,Pública,5.0,400.0,0.0,0.0,NO,0.0,0.0,42.0
2232,Ciencias de la Computación,Computación e Informática,Loreto,Loreto       ,Instituto,Pública,3.0,400.0,94.0,0.0,NO,33.0,35.0,86.0
2233,Tecnología Médica,Laboratorio Clínico,Loreto,Loreto       ,Instituto,Pública,3.0,400.0,57.0,0.0,NO,35.0,61.0,99.0
2234,Educación Inicial,Educación Inicial,Los Libertadores,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2235,Educación Primaria,Educación Primaria,Los Libertadores,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2236,Educación Secundaria,Educación Secundaria - Biología y Química,Los Libertadores,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2237,Educación Secundaria,Educación Secundaria - Comunicación,Los Libertadores,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2238,Contabilidad y Finanzas,Contabilidad,Los Libertadores,La Libertad  ,Instituto,Privada,3.0,,100.0,0.0,SI,13.0,13.0,10.0
2239,Odontología,Prótesis Dental,Los Libertadores,La Libertad  ,Instituto,Privada,3.0,,100.0,0.0,SI,27.0,27.0,56.0
2240,Enfermería,Enfermería Técnica,Los Libertadores,La Libertad  ,Instituto,Privada,3.0,,100.0,0.0,SI,5.0,5.0,10.0
2241,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Los Morochucos,Ayacucho     ,Instituto,Pública,3.0,120.0,67.0,0.0,NO,36.0,53.0,82.0
2242,Educación Inicial,Educación Inicial,Louis Baudin,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2243,Educación Primaria,Educación Primaria,Louis Baudin,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2244,Educación Secundaria,Educación Secundaria - Matemática,Louis Baudin,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2245,Enfermería,Enfermería Técnica,Louis Pasteur,La Libertad  ,Instituto,Privada,3.0,,75.0,0.0,SI,9.0,12.0,9.0
2246,Contabilidad y Finanzas,Contabilidad,Luciano Castillo Colonna,Piura        ,Instituto,Pública,3.0,240.0,0.0,0.0,SI,0.0,0.0,0.0
2247,Ciencias de la Computación,Computación e Informática,Luciano Castillo Colonna,Piura        ,Instituto,Pública,3.0,240.0,0.0,0.0,SI,0.0,0.0,0.0
2248,Ingeniería Mecánica,Mecánica Automotriz,Luciano Castillo Colonna,Piura        ,Instituto,Pública,3.0,240.0,0.0,0.0,SI,0.0,0.0,0.0
2249,Ingeniería Pesquera,Tecnología Pesquera,Luciano Castillo Colonna,Piura        ,Instituto,Pública,3.0,240.0,0.0,0.0,SI,0.0,0.0,0.0
2250,Enfermería,Enfermería Técnica,Luciano Castillo Colonna,Piura        ,Instituto,Pública,3.0,240.0,0.0,0.0,SI,0.0,0.0,0.0
2251,Educación Primaria,Educación Primaria,Luis Alberto Sánchez,San Martín   ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2252,Secretariado,Secretariado Ejecutivo,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,92.0,0.0,SI,24.0,26.0,73.0
2253,Contabilidad y Finanzas,Contabilidad,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,83.0,0.0,SI,40.0,48.0,109.0
2254,Ciencias de la Computación,Computación e Informática,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,93.0,0.0,SI,29.0,31.0,69.0
2255,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,0.0,0.0,SI,0.0,0.0,21.0
2256,Ingeniería Electrónica,Electrónica Industrial,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,92.0,0.0,SI,26.0,28.0,48.0
2257,Ingeniería Mecánica,Mecánica Automotriz,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,0.0,0.0,SI,0.0,0.0,20.0
2258,Ingeniería Mecánica,Mecánica de Producción,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,92.0,0.0,SI,13.0,14.0,44.0
2259,Ingeniería Civil,Construcción Civil,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,91.0,0.0,SI,45.0,49.0,107.0
2260,Enfermería,Enfermería Técnica,Luis E Valcárcel,Moquegua     ,Instituto,Pública,3.0,280.0,84.0,0.0,SI,22.0,26.0,60.0
2261,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Luis F. Agurto Olaya,Piura        ,Instituto,Pública,3.0,160.0,100.0,0.0,SI,20.0,20.0,45.0
2262,Ingeniería Civil,Construcción Civil,Luis F. Agurto Olaya,Piura        ,Instituto,Pública,3.0,160.0,74.0,0.0,NO,20.0,27.0,20.0
2263,Enfermería,Enfermería Técnica,Luis F. Agurto Olaya,Piura        ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2264,Ciencias de la Computación,Computación e Informática,Luis Felipe de las Casas Grieve,Ica          ,Instituto,Pública,3.0,170.0,92.0,0.0,SI,25.0,27.0,120.0
2265,Ingeniería Mecánica,Mecánica Automotriz,Luis Felipe de las Casas Grieve,Ica          ,Instituto,Pública,3.0,170.0,100.0,0.0,SI,18.0,18.0,48.0
2266,Ingeniería Mecánica,Mecánica de Producción,Luis Felipe de las Casas Grieve,Ica          ,Instituto,Pública,3.0,170.0,100.0,0.0,SI,24.0,24.0,81.0
2267,Enfermería,Enfermería Técnica,Luis Felipe de las Casas Grieve,Ica          ,Instituto,Pública,3.0,170.0,100.0,0.0,SI,25.0,25.0,91.0
2268,Agropecuaria,Administración de Negocios Agropecuarios,Luis Felipe Massaro Gatnau,Ica          ,Instituto,Privada,3.0,1340.0,88.0,0.0,SI,22.0,25.0,70.0
2269,Administración de Empresas,Administración de Empresas,Luis Lumiere,Áncash       ,Instituto,Privada,3.0,1340.0,0.0,0.0,SI,0.0,0.0,0.0
2270,Secretariado,Secretariado Ejecutivo,Luis Lumiere,Áncash       ,Instituto,Privada,3.0,1340.0,0.0,0.0,SI,0.0,0.0,0.0
2271,Ciencias de la Computación,Computación e Informática,Luis Lumiere,Áncash       ,Instituto,Privada,3.0,1340.0,0.0,0.0,SI,0.0,0.0,0.0
2272,Contabilidad y Finanzas,Contabilidad,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,65.0,0.0,SI,80.0,123.0,188.0
2273,Ciencias de la Computación,Computación e Informática,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,98.0,0.0,SI,77.0,78.0,152.0
2274,Ingeniería Electrónica,Electrónica,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,0.0,0.0,NO,0.0,0.0,0.0
2275,Ingeniería Electrónica,Electrónica Industrial,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,100.0,0.0,NO,62.0,62.0,110.0
2276,Ingeniería Mecánica,Mecánica Automotriz,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,100.0,0.0,SI,53.0,53.0,80.0
2277,Ingeniería Mecánica,Mecánica de Producción,Luis Negreiros Vega,Lima         ,Instituto,Pública,3.0,300.0,100.0,0.0,SI,50.0,50.0,62.0
2278,Odontología,Prótesis Dental,Luis Pasteur,Cusco        ,Instituto,Privada,3.0,970.0,74.0,0.0,SI,35.0,47.0,87.0
2279,Enfermería,Enfermería Técnica,Luis Pasteur,Cusco        ,Instituto,Privada,3.0,870.0,68.0,0.0,SI,20.0,29.0,48.0
2280,Farmacia y Bioquímica,Farmacia,Luis Pasteur,Cusco        ,Instituto,Privada,3.0,870.0,78.0,0.0,SI,30.0,38.0,101.0
2281,Contabilidad y Finanzas,Contabilidad,Lurín,Lima         ,Instituto,Pública,3.0,240.0,98.0,0.0,SI,67.0,68.0,160.0
2282,Ciencias de la Computación,Computación e Informática,Lurín,Lima         ,Instituto,Pública,3.0,240.0,92.0,0.0,SI,51.0,55.0,113.0
2283,Odontología,Prótesis Dental,Lurín,Lima         ,Instituto,Pública,3.0,240.0,88.0,0.0,SI,38.0,43.0,76.0
2284,Contabilidad y Finanzas,Contabilidad,Mache,La Libertad  ,Instituto,Pública,3.0,80.0,100.0,0.0,SI,20.0,20.0,20.0
2285,Agropecuaria,Producción Agropecuaria,Mache,La Libertad  ,Instituto,Pública,3.0,80.0,100.0,0.0,NO,13.0,13.0,13.0
2286,Ciencias de la Computación,Computación e Informática,Macusani,Puno         ,Instituto,Pública,3.0,120.0,43.0,0.0,SI,40.0,92.0,40.0
2287,Enfermería,Enfermería Técnica,Macusani,Puno         ,Instituto,Pública,3.0,120.0,83.0,0.0,SI,40.0,48.0,40.0
2288,Enfermería,Enfermería Técnica,Madre Josefina Vannini,Lima         ,Instituto,Privada,3.0,2520.0,77.0,0.0,SI,41.0,53.0,122.0
2289,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Magda Portal,Lima         ,Instituto,Pública,3.0,1040.0,55.0,0.0,SI,35.0,63.0,99.0
2290,Educación Inicial,Educación Inicial,Magister (Jose Ventura Lujan),La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2291,Educación Primaria,Educación Primaria,Magister (Jose Ventura Lujan),La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2292,Educación Secundaria,Educación Secundaria - Matemática,Magister (Jose Ventura Lujan),La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2293,Ciencias de la Computación,Computación e Informática,Magister (Jose Ventura Lujan),La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2294,Educación Inicial,Educación Inicial,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2295,Educación Primaria,Educación Primaria,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2296,Educación Secundaria,Educación Secundaria - Comunicación,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2297,Educación Secundaria,Educación Secundaria - Matemática,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2298,Educación Física,Educación Física,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2299,Ciencias de la Computación,Computación e Informática,Majes,Arequipa     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2300,Ciencias de la Computación,Administración y Sistemas,Mañazo,Puno         ,Instituto,Pública,3.0,120.0,78.0,0.0,SI,40.0,51.0,207.0
2301,Agropecuaria,Producción Agropecuaria,Mañazo,Puno         ,Instituto,Pública,3.0,120.0,100.0,0.0,SI,36.0,36.0,164.0
2302,Contabilidad y Finanzas,Contabilidad,Manos Unidas,Loreto       ,Instituto,Pública,3.0,140.0,80.0,0.0,SI,42.0,52.0,119.0
2303,Agropecuaria,Producción Agropecuaria,Manos Unidas,Loreto       ,Instituto,Pública,3.0,160.0,75.0,0.0,SI,30.0,40.0,89.0
2304,Ciencias Forestales,Administración de Recursos Forestales,Manu,Madre De Dios,Instituto,Pública,3.0,150.0,100.0,0.0,NO,26.0,26.0,92.0
2305,Turismo,Guía Oficial de Turismo,Manu,Madre De Dios,Instituto,Pública,3.0,150.0,0.0,0.0,NO,0.0,0.0,15.0
2306,Ciencias de la Computación,Computación e Informática,Manuel Antonio Hierro Pozo,Ayacucho     ,Instituto,Pública,3.0,170.0,38.0,0.0,SI,71.0,183.0,311.0
2307,Ingeniería Eléctrica,Electrotécnia Industrial,Manuel Antonio Hierro Pozo,Ayacucho     ,Instituto,Pública,3.0,170.0,82.0,0.0,SI,37.0,45.0,147.0
2308,Ingeniería Mecánica,Mecánica Automotriz,Manuel Antonio Hierro Pozo,Ayacucho     ,Instituto,Pública,3.0,170.0,52.0,0.0,SI,39.0,74.0,155.0
2309,Agropecuaria,Administración de Negocios Agropecuarios,Manuel Antonio Hierro Pozo,Ayacucho     ,Instituto,Pública,3.0,170.0,38.0,0.0,SI,35.0,90.0,191.0
2310,Ciencias de la Computación,Computación e Informática,Manuel Arévalo Cáceres,Lima         ,Instituto,Pública,3.0,580.0,100.0,0.0,SI,96.0,96.0,206.0
2311,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Manuel Arévalo Cáceres,Lima         ,Instituto,Pública,3.0,580.0,100.0,0.0,SI,64.0,64.0,145.0
2312,Enfermería,Enfermería Técnica,Manuel Arévalo Cáceres,Lima         ,Instituto,Pública,3.0,580.0,80.0,0.0,SI,80.0,99.0,179.0
2313,Contabilidad y Finanzas,Contabilidad,Manuel Gonzales Prada,La Libertad  ,Instituto,Pública,3.0,200.0,83.0,0.0,SI,45.0,54.0,45.0
2314,Ciencias de la Computación,Computación e Informática,Manuel Gonzales Prada,La Libertad  ,Instituto,Pública,3.0,200.0,100.0,0.0,SI,42.0,42.0,42.0
2315,Ingeniería Mecánica,Mecánica de Producción,Manuel Gonzales Prada,La Libertad  ,Instituto,Pública,3.0,200.0,100.0,0.0,SI,22.0,22.0,22.0
2316,Educación Inicial,Educación Inicial,Manuel Gonzales Prada,Lima         ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
2317,Educación Primaria,Educación Primaria,Manuel Gonzales Prada,Lima         ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
